处理时间,账号,文件名,文件类型,源文件路径,目标文件夹,文件大小,处理状态,触发方式,备注
2025-10-22 12:31:51,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202507.-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202507\TEMU(EDIFIER Refurbished Official Shop)BillDetails202507.-美国.xlsx,,8967,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:51,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202507\TEMU(EDIFIER Refurbished Official Shop)BillDetails202507.xlsx,,5999,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:51,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)发货面单费202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202507\TEMU(EDIFIER Refurbished Official Shop)发货面单费202507.xlsx,,6304,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202507\TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202507.xlsx,,12845,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202507\TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202507.xlsx,,16229,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)退货面单费202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202507\TEMU(EDIFIER Refurbished Official Shop)退货面单费202507.xlsx,,3852,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202508\.WeDrive,,119,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202508-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202508\TEMU(EDIFIER Refurbished Official Shop)BillDetails202508-全球（除美国、欧洲).xlsx,,15129,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202508-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202508\TEMU(EDIFIER Refurbished Official Shop)BillDetails202508-美国.xlsx,,17123,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202508\TEMU(EDIFIER Refurbished Official Shop)BillDetails202508.xlsx,,13448,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)发货面单费202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202508\TEMU(EDIFIER Refurbished Official Shop)发货面单费202508.xlsx,,13241,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202508\TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202508.xlsx,,13275,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202508\TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202508.xlsx,,16750,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)退货面单费202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202508\TEMU(EDIFIER Refurbished Official Shop)退货面单费202508.xlsx,,11143,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202509\.WeDrive,,119,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202509-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202509\TEMU(EDIFIER Refurbished Official Shop)BillDetails202509-全球（除美国、欧洲).xlsx,,13514,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202509-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202509\TEMU(EDIFIER Refurbished Official Shop)BillDetails202509-美国.xlsx,,16596,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202509.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202509\TEMU(EDIFIER Refurbished Official Shop)BillDetails202509.xlsx,,12876,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)发货面单费202509.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202509\TEMU(EDIFIER Refurbished Official Shop)发货面单费202509.xlsx,,12675,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202509.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202509\TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202509.xlsx,,12117,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202509.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202509\TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202509.xlsx,,15075,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)退货面单费202509.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\202509\TEMU(EDIFIER Refurbished Official Shop)退货面单费202509.xlsx,,10702,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,temu_edifier_ref_all_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\processed\temu_edifier_ref_all_consolidated_output.xlsx,,43917,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,temu_edifier_ref_fulfillment_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\processed\temu_edifier_ref_fulfillment_consolidated_output.xlsx,,29810,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,temu_edifier_ref_global_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\processed\temu_edifier_ref_global_consolidated_output.xlsx,,15343,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,temu_edifier_ref_order_details_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\processed\temu_edifier_ref_order_details_consolidated_output.xlsx,,18176,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,temu_edifier_ref_refund_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\processed\temu_edifier_ref_refund_consolidated_output.xlsx,,9006,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,temu_edifier_ref_us_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\processed\temu_edifier_ref_us_consolidated_output.xlsx,,22776,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU (EDIFIER Refurbished Official Shop) 发货面单 202506.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data fulfillment cost\TEMU (EDIFIER Refurbished Official Shop) 发货面单 202506.xlsx,,5704,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)发货面单费202501.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data fulfillment cost\TEMU(EDIFIER Refurbished Official Shop)发货面单费202501.xlsx,,11567,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)发货面单费202502.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data fulfillment cost\TEMU(EDIFIER Refurbished Official Shop)发货面单费202502.xlsx,,5222,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)发货面单费202503.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data fulfillment cost\TEMU(EDIFIER Refurbished Official Shop)发货面单费202503.xlsx,,4706,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)发货面单费202504.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data fulfillment cost\TEMU(EDIFIER Refurbished Official Shop)发货面单费202504.xlsx,,10734,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)发货面单费202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data fulfillment cost\TEMU(EDIFIER Refurbished Official Shop)发货面单费202505.xlsx,,5057,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)发货面单费202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data fulfillment cost\TEMU(EDIFIER Refurbished Official Shop)发货面单费202507.xlsx,,6304,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)发货面单费202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data fulfillment cost\TEMU(EDIFIER Refurbished Official Shop)发货面单费202508.xlsx,,13241,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU (EDIFIER Refurbished Official Shop) BillDetails 202506 全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data global\TEMU (EDIFIER Refurbished Official Shop) BillDetails 202506 全球（除美国、欧洲）.xlsx,,6757,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202503-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data global\TEMU(EDIFIER Refurbished Official Shop)BillDetails202503-全球（除美国、欧洲）.xlsx,,6042,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202504-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data global\TEMU(EDIFIER Refurbished Official Shop)BillDetails202504-全球（除美国、欧洲）.xlsx,,14105,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202505.-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data global\TEMU(EDIFIER Refurbished Official Shop)BillDetails202505.-全球（除美国、欧洲).xlsx,,7994,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202507.-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data global\TEMU(EDIFIER Refurbished Official Shop)BillDetails202507.-全球（除美国、欧洲).xlsx,,7427,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202508-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data global\TEMU(EDIFIER Refurbished Official Shop)BillDetails202508-全球（除美国、欧洲).xlsx,,15129,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU (EDIFIER Refurbished Official Shop) 订单明细 202506 全球（除美国、欧洲）.csv,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU (EDIFIER Refurbished Official Shop) 订单明细 202506 全球（除美国、欧洲）.csv,,5452,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU (EDIFIER Refurbished Official Shop) 订单明细 202506 美国.csv,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU (EDIFIER Refurbished Official Shop) 订单明细 202506 美国.csv,,12630,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202505.xlsx,,12495,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202507.xlsx,,12845,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细-全球（除美国、欧洲) 202508.xlsx,,13275,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202505.xlsx,,15777,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202507.xlsx,,16229,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细-美国 202508.xlsx,,16750,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细202501.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细202501.xlsx,,13747,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细202502.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细202502.xlsx,,14697,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细202503-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细202503-全球（除美国、欧洲）.xlsx,,10757,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细202503-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细202503-美国.xlsx,,12245,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细202504-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细202504-全球（除美国、欧洲）.xlsx,,13070,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)订单明细202504-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data order details\TEMU(EDIFIER Refurbished Official Shop)订单明细202504-美国.xlsx,,11118,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU (EDIFIER Refurbished Official Shop) 退货面单 202506.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data refund cost\TEMU (EDIFIER Refurbished Official Shop) 退货面单 202506.xlsx,,4076,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)退货面单费202504.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data refund cost\TEMU(EDIFIER Refurbished Official Shop)退货面单费202504.xlsx,,9943,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)退货面单费202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data refund cost\TEMU(EDIFIER Refurbished Official Shop)退货面单费202505.xlsx,,4078,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)退货面单费202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data refund cost\TEMU(EDIFIER Refurbished Official Shop)退货面单费202507.xlsx,,3852,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)退货面单费202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data refund cost\TEMU(EDIFIER Refurbished Official Shop)退货面单费202508.xlsx,,11143,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU (EDIFIER Refurbished Official Shop) BillDetails 202506 美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data us\TEMU (EDIFIER Refurbished Official Shop) BillDetails 202506 美国.xlsx,,10589,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202503-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data us\TEMU(EDIFIER Refurbished Official Shop)BillDetails202503-美国.xlsx,,7261,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202504-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data us\TEMU(EDIFIER Refurbished Official Shop)BillDetails202504-美国.xlsx,,14252,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202505.-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data us\TEMU(EDIFIER Refurbished Official Shop)BillDetails202505.-美国.xlsx,,9156,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202507.-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data us\TEMU(EDIFIER Refurbished Official Shop)BillDetails202507.-美国.xlsx,,8967,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
2025-10-22 12:31:52,EDIFIER Refurbished Official Shop,TEMU(EDIFIER Refurbished Official Shop)BillDetails202508-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\EDIFIER Refurbished Official Shop\raw data us\TEMU(EDIFIER Refurbished Official Shop)BillDetails202508-美国.xlsx,,17123,失败,定期扫描,未知账号: EDIFIER Refurbished Official Shop
