处理时间,账号,文件名,文件类型,源文件路径,目标文件夹,文件大小,处理状态,触发方式,备注
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202503-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202503\TEMU(Edifier Official Shop)BillDetails 202503-美国.xlsx,,18278,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202503.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202503\TEMU(Edifier Official Shop)BillDetails 202503.xlsx,,11476,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)发货面单费202503.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202503\TEMU(Edifier Official Shop)发货面单费202503.xlsx,,11162,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202503-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202503\TEMU(Edifier Official Shop)订单明细202503-全球（除美国、欧洲）.xlsx,,53784,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202503-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202503\TEMU(Edifier Official Shop)订单明细202503-美国.xlsx,,27717,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202504\.WeDrive,,58,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202504-全球.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202504\TEMU(Edifier Official Shop)BillDetails 202504-全球.xlsx,,35664,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202504-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202504\TEMU(Edifier Official Shop)BillDetails 202504-美国.xlsx,,22485,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202504.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202504\TEMU(Edifier Official Shop)BillDetails 202504.xlsx,,19011,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)发货面单费202504.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202504\TEMU(Edifier Official Shop)发货面单费202504.xlsx,,19537,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202504-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202504\TEMU(Edifier Official Shop)订单明细202504-全球（除美国、欧洲）.xlsx,,47802,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202504-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202504\TEMU(Edifier Official Shop)订单明细202504-美国.xlsx,,25532,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)退货面单费202504.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202504\TEMU(Edifier Official Shop)退货面单费202504.xlsx,,11589,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202505\.WeDrive,,58,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202505-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202505\TEMU(Edifier Official Shop)BillDetails 202505-全球（除美国、欧洲).xlsx,,41324,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202505-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202505\TEMU(Edifier Official Shop)BillDetails 202505-美国.xlsx,,14379,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202505\TEMU(Edifier Official Shop)BillDetails 202505.xlsx,,14101,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)发货面单费202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202505\TEMU(Edifier Official Shop)发货面单费202505.xlsx,,17973,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202505-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202505\TEMU(Edifier Official Shop)订单明细202505-全球（除美国、欧洲）.xlsx,,45989,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202505-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202505\TEMU(Edifier Official Shop)订单明细202505-美国.xlsx,,25455,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)退货面单费202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202505\TEMU(Edifier Official Shop)退货面单费202505.xlsx,,10671,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202506\.WeDrive,,58,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU (Edifier Official Shop) BillDetails 202506 全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202506\TEMU (Edifier Official Shop) BillDetails 202506 全球（除美国、欧洲）.xlsx,,22836,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU (Edifier Official Shop) BillDetails 202506 美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202506\TEMU (Edifier Official Shop) BillDetails 202506 美国.xlsx,,13578,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU (Edifier Official Shop) BillDetails 202506.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202506\TEMU (Edifier Official Shop) BillDetails 202506.xlsx,,12080,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU (Edifier Official Shop) 发货面单 202506.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202506\TEMU (Edifier Official Shop) 发货面单 202506.xlsx,,14178,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU (Edifier Official Shop) 订单明细 202506 全球（除美国、欧洲）.csv,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202506\TEMU (Edifier Official Shop) 订单明细 202506 全球（除美国、欧洲）.csv,,73337,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU (Edifier Official Shop) 订单明细 202506 美国.csv,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202506\TEMU (Edifier Official Shop) 订单明细 202506 美国.csv,,14387,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU (Edifier Official Shop) 退货面单 202506.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202506\TEMU (Edifier Official Shop) 退货面单 202506.xlsx,,5526,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202507\.WeDrive,,107,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202507-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202507\TEMU(Edifier Official Shop)BillDetails 202507-全球（除美国、欧洲).xlsx,,21684,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202507-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202507\TEMU(Edifier Official Shop)BillDetails 202507-美国.xlsx,,11140,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202507\TEMU(Edifier Official Shop)BillDetails 202507.xlsx,,9560,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)发货面单费202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202507\TEMU(Edifier Official Shop)发货面单费202507.xlsx,,8992,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202507-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202507\TEMU(Edifier Official Shop)订单明细202507-全球（除美国、欧洲）.xlsx,,23865,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202507-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202507\TEMU(Edifier Official Shop)订单明细202507-美国.xlsx,,17554,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)退货面单费202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202507\TEMU(Edifier Official Shop)退货面单费202507.xlsx,,5221,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202508\.WeDrive,,107,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202508-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202508\TEMU(Edifier Official Shop)BillDetails 202508-全球（除美国、欧洲).xlsx,,21089,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:49,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202508-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202508\TEMU(Edifier Official Shop)BillDetails 202508-美国.xlsx,,17171,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202508\TEMU(Edifier Official Shop)BillDetails 202508.xlsx,,17994,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)发货面单费202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202508\TEMU(Edifier Official Shop)发货面单费202508.xlsx,,14053,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202508-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202508\TEMU(Edifier Official Shop)订单明细202508-全球（除美国、欧洲）.xlsx,,21425,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202508-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202508\TEMU(Edifier Official Shop)订单明细202508-美国.xlsx,,18531,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)退货面单费202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202508\TEMU(Edifier Official Shop)退货面单费202508.xlsx,,14493,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202509\.WeDrive,,107,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202509-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202509\TEMU(Edifier Official Shop)BillDetails 202509-全球（除美国、欧洲).xlsx,,20956,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202509-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202509\TEMU(Edifier Official Shop)BillDetails 202509-美国.xlsx,,19400,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202509.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202509\TEMU(Edifier Official Shop)BillDetails 202509.xlsx,,17144,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)发货面单费202509.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202509\TEMU(Edifier Official Shop)发货面单费202509.xlsx,,14557,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202509-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202509\TEMU(Edifier Official Shop)订单明细202509-全球（除美国、欧洲）.xlsx,,24036,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)订单明细202509-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202509\TEMU(Edifier Official Shop)订单明细202509-美国.xlsx,,17158,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)退货面单费202509.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\202509\TEMU(Edifier Official Shop)退货面单费202509.xlsx,,14540,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,edifier_demo.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\archive\edifier_demo.xlsx,,1585244,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,global_profit.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\archive\global_profit.xlsx,,84177,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,temu_edifier.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\archive\temu_edifier.xlsx,,812109,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,temu_edifier_global - V2.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\archive\temu_edifier_global - V2.xlsx,,4375413,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,temu_edifier_global.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\archive\temu_edifier_global.xlsx,,3333409,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,us_profit.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\archive\us_profit.xlsx,,32872,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,temu_edifier_all_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\processed\temu_edifier_all_consolidated_output.xlsx,,389678,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,temu_edifier_eeci.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\processed\temu_edifier_eeci.xlsx,,405736,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,temu_edifier_fulfillment_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\processed\temu_edifier_fulfillment_consolidated_output.xlsx,,173496,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,temu_edifier_global_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\processed\temu_edifier_global_consolidated_output.xlsx,,145662,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,temu_edifier_order_details_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\processed\temu_edifier_order_details_consolidated_output.xlsx,,80462,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,temu_edifier_refund_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\processed\temu_edifier_refund_consolidated_output.xlsx,,15032,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,temu_edifier_us_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\processed\temu_edifier_us_consolidated_output.xlsx,,51992,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU (Edifier Official Shop) BillDetails 202503-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU (Edifier Official Shop) BillDetails 202503-美国.xlsx,,25746,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU (Edifier Official Shop) BillDetails 202504-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU (Edifier Official Shop) BillDetails 202504-美国.xlsx,,22497,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU (Edifier Official Shop) BillDetails 202505-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU (Edifier Official Shop) BillDetails 202505-美国.xlsx,,21222,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU (Edifier Official Shop) BillDetails 202506 全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU (Edifier Official Shop) BillDetails 202506 全球（除美国、欧洲）.xlsx,,22836,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU (Edifier Official Shop) BillDetails 202506 美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU (Edifier Official Shop) BillDetails 202506 美国.xlsx,,20509,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202501.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU(Edifier Official Shop)BillDetails 202501.xlsx,,101102,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202502.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU(Edifier Official Shop)BillDetails 202502.xlsx,,78096,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202503-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU(Edifier Official Shop)BillDetails 202503-全球（除美国、欧洲）.xlsx,,44968,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202504-全球.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU(Edifier Official Shop)BillDetails 202504-全球.xlsx,,35664,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202505-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU(Edifier Official Shop)BillDetails 202505-全球（除美国、欧洲).xlsx,,31779,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202507-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU(Edifier Official Shop)BillDetails 202507-全球（除美国、欧洲).xlsx,,21684,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202507-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU(Edifier Official Shop)BillDetails 202507-美国.xlsx,,11140,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202508-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU(Edifier Official Shop)BillDetails 202508-全球（除美国、欧洲).xlsx,,21089,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)BillDetails 202508-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data for eeci\TEMU(Edifier Official Shop)BillDetails 202508-美国.xlsx,,17171,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU (Edifier Official Shop) 发货面单 202506.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data fulfillment cost\TEMU (Edifier Official Shop) 发货面单 202506.xlsx,,14178,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)发货面单费202411.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data fulfillment cost\TEMU(Edifier Official Shop)发货面单费202411.xlsx,,10555,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)发货面单费202412.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data fulfillment cost\TEMU(Edifier Official Shop)发货面单费202412.xlsx,,16860,失败,定期扫描,未知账号: Edifier Official Shop
2025-10-22 12:31:50,Edifier Official Shop,TEMU(Edifier Official Shop)发货面单费202501.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\Edifier Official Shop\raw data fulfillment cost\TEMU(Edifier Official Shop)发货面单费202501.xlsx,,25116,失败,定期扫描,未知账号: Edifier Official Shop
